source_file,raw_text
Sparta Day 15 January 2019.txt,"Tuesday 15 January 2019
London Academy

EM DUN -  Psychometrics: 56/100, Presentation: 21/32
TAFFY ELDERFIELD -  Psychometrics: 46/100, Presentation: 19/32
CLEMMIE KAYLEY -  Psychometrics: 56/100, Presentation: 19/32
THORNY UWINS -  Psychometrics: 51/100, Presentation: 19/32
DOREY MCQUILLAN -  Psychometrics: 53/100, Presentation: 27/32
MARGA SIMMIG -  Psychometrics: 56/100, Presentation: 24/32
DEVLAND BENKIN -  Psychometrics: 64/100, Presentation: 24/32
WORTH KOS -  Psychometrics: 63/100, Presentation: 20/32
REGAN PITTAWAY -  Psychometrics: 53/100, Presentation: 20/32
LINNEA DULLING -  Psychometrics: 64/100, Presentation: 16/32
GABEY FISBBURNE -  Psychometrics: 46/100, Presentation: 19/32
KELLIE ALTHORP -  Psychometrics: 63/100, Presentation: 19/32
QUINTUS PENELLA -  Psychometrics: 57/100, Presentation: 17/32
GUILLERMO RIHA -  Psychometrics: 60/100, Presentation: 20/32
WANIDS SIMISON -  Psychometrics: 53/100, Presentation: 20/32
"
Sparta Day 15 May 2019.txt,"Wednesday 15 May 2019
London Academy

CHERISE DUDBRIDGE -  Psychometrics: 49/100, Presentation: 19/32
THURSTAN DENMAN -  Psychometrics: 42/100, Presentation: 18/32
MAXI MACGAUGHEY -  Psychometrics: 56/100, Presentation: 25/32
ULRIKA LEMERIE -  Psychometrics: 58/100, Presentation: 15/32
TAIT HARLETT -  Psychometrics: 36/100, Presentation: 21/32
DION PAVLASEK -  Psychometrics: 57/100, Presentation: 20/32
RODOLFO WOLOSCHINSKI -  Psychometrics: 49/100, Presentation: 19/32
SANSONE CAGHAN -  Psychometrics: 48/100, Presentation: 23/32
ADAMO OSMENT -  Psychometrics: 51/100, Presentation: 20/32
ALFI JANKU -  Psychometrics: 52/100, Presentation: 20/32
OLIVER THACKE -  Psychometrics: 52/100, Presentation: 14/32
GARRET PLEASAUNCE -  Psychometrics: 55/100, Presentation: 20/32
SHEBA EVERAL -  Psychometrics: 52/100, Presentation: 25/32
ADHAM PETROLLI -  Psychometrics: 61/100, Presentation: 22/32
GARVIN IANIZZI -  Psychometrics: 51/100, Presentation: 18/32
MARYSA HEATHORN -  Psychometrics: 67/100, Presentation: 23/32
SANFORD LARKING -  Psychometrics: 60/100, Presentation: 19/32
DALT LE GRAND -  Psychometrics: 62/100, Presentation: 21/32
RAINER JOSEFOVIC -  Psychometrics: 57/100, Presentation: 24/32
SELESTINA MCBEAN -  Psychometrics: 51/100, Presentation: 15/32
ALAIN PEINTON -  Psychometrics: 61/100, Presentation: 21/32
OSWELL BURDIS -  Psychometrics: 47/100, Presentation: 20/32
AUDREY BOSSEL -  Psychometrics: 46/100, Presentation: 16/32
MORGEN KENINGHAM -  Psychometrics: 49/100, Presentation: 18/32
DENNY ENGA -  Psychometrics: 57/100, Presentation: 23/32
"
Sparta Day 15 October 2019.txt,"Tuesday 15 October 2019
London Academy

IVOR QUOGAN -  Psychometrics: 39/100, Presentation: 16/32
THIBAUT EDBROOKE -  Psychometrics: 49/100, Presentation: 13/32
CHANCEY BITTEN -  Psychometrics: 50/100, Presentation: 18/32
NOLAND ORIGIN -  Psychometrics: 55/100, Presentation: 20/32
CORRENA SUTHEREL -  Psychometrics: 51/100, Presentation: 26/32
DORETTA HALLOR -  Psychometrics: 54/100, Presentation: 20/32
ADDI LARTER -  Psychometrics: 43/100, Presentation: 20/32
TIERNEY TWATT -  Psychometrics: 51/100, Presentation: 19/32
WILEEN GARTENFELD -  Psychometrics: 54/100, Presentation: 20/32
ILEANE MARGARSON -  Psychometrics: 63/100, Presentation: 23/32
MATEO HANBURRY -  Psychometrics: 58/100, Presentation: 21/32
HOGAN RAFFAN -  Psychometrics: 53/100, Presentation: 27/32
CREIGHTON ESTRELLA -  Psychometrics: 59/100, Presentation: 21/32
BRYNA DELLE -  Psychometrics: 51/100, Presentation: 20/32
CRISTY RUTLEDGE -  Psychometrics: 51/100, Presentation: 23/32
CODI KEAR -  Psychometrics: 64/100, Presentation: 24/32
MADALYN FACEY -  Psychometrics: 60/100, Presentation: 25/32
TYMOTHY TITCHARD -  Psychometrics: 52/100, Presentation: 24/32
JANEEN PINNEY -  Psychometrics: 59/100, Presentation: 14/32
LOCKE LACELETT -  Psychometrics: 56/100, Presentation: 19/32
DAREN WINDRUM -  Psychometrics: 59/100, Presentation: 21/32
CARIA TRILLOW -  Psychometrics: 53/100, Presentation: 16/32
CORBY CRISTOFOLINI -  Psychometrics: 41/100, Presentation: 26/32
"
Sparta Day 16 April 2019.txt,"Tuesday 16 April 2019
London Academy

LAY TROSDALL -  Psychometrics: 61/100, Presentation: 21/32
KIMBELL LASSETER -  Psychometrics: 57/100, Presentation: 19/32
ORAZIO BRAWN -  Psychometrics: 68/100, Presentation: 25/32
CILKA ANLAY -  Psychometrics: 43/100, Presentation: 18/32
IRINA MARRITT -  Psychometrics: 61/100, Presentation: 23/32
TYE WORGEN -  Psychometrics: 52/100, Presentation: 13/32
DARCY SRUTTON -  Psychometrics: 66/100, Presentation: 21/32
WESTBROOKE WONHAM -  Psychometrics: 56/100, Presentation: 20/32
JESSEE CHISNALL -  Psychometrics: 51/100, Presentation: 24/32
ALI OUTRAM -  Psychometrics: 54/100, Presentation: 17/32
ANNALISE EASOM -  Psychometrics: 51/100, Presentation: 23/32
CORTY FREARSON -  Psychometrics: 50/100, Presentation: 21/32
TERRI SPENSLEY -  Psychometrics: 58/100, Presentation: 25/32
ELLI VILLALTA -  Psychometrics: 40/100, Presentation: 27/32
KARINA INGYON -  Psychometrics: 57/100, Presentation: 18/32
REINA LOUDIANE -  Psychometrics: 49/100, Presentation: 17/32
KARLENE MCDERMOTT-ROW -  Psychometrics: 64/100, Presentation: 19/32
STACIE HEADS -  Psychometrics: 63/100, Presentation: 23/32
DILLON GEMNETT -  Psychometrics: 55/100, Presentation: 24/32
CHLOETTE VAN WEEDENBURG -  Psychometrics: 47/100, Presentation: 22/32
LOUISE DOWSE -  Psychometrics: 50/100, Presentation: 20/32
YELENA KELLEWAY -  Psychometrics: 52/100, Presentation: 25/32
ISABELITA ALEXANDROU -  Psychometrics: 63/100, Presentation: 22/32
DICKIE KEARTON -  Psychometrics: 61/100, Presentation: 20/32
CELLE BARLAS -  Psychometrics: 65/100, Presentation: 23/32
"
Sparta Day 16 January 2019.txt,"Wednesday 16 January 2019
London Academy

HUEY BROODES -  Psychometrics: 46/100, Presentation: 25/32
LORIANNA WEINHAM -  Psychometrics: 53/100, Presentation: 18/32
INGAR HUCKSTEPP -  Psychometrics: 44/100, Presentation: 18/32
ROXANNE EDIE -  Psychometrics: 54/100, Presentation: 21/32
THORPE MADDIE -  Psychometrics: 49/100, Presentation: 16/32
ABIGAIL DUNSMORE -  Psychometrics: 56/100, Presentation: 25/32
GORAN ETON -  Psychometrics: 60/100, Presentation: 23/32
RAQUELA ELCOX -  Psychometrics: 63/100, Presentation: 22/32
YOLANDA FOSSE -  Psychometrics: 61/100, Presentation: 20/32
CORRI PUND -  Psychometrics: 58/100, Presentation: 26/32
STEPHAN BAHLS -  Psychometrics: 59/100, Presentation: 24/32
FELECIA MCBLAIN -  Psychometrics: 47/100, Presentation: 24/32
CONCHITA GUMEY -  Psychometrics: 57/100, Presentation: 18/32
PIERSON MILLS -  Psychometrics: 47/100, Presentation: 20/32
INGEBERG OTHEN -  Psychometrics: 59/100, Presentation: 20/32
GARVIN DRACEY -  Psychometrics: 54/100, Presentation: 23/32
GARROTT DEMAINE -  Psychometrics: 58/100, Presentation: 19/32
WILONA PAMMENTER -  Psychometrics: 63/100, Presentation: 15/32
LYNNETT SWIN -  Psychometrics: 58/100, Presentation: 23/32
GUSTAF LUDE -  Psychometrics: 51/100, Presentation: 20/32
MONAH DOWLING -  Psychometrics: 49/100, Presentation: 24/32
RANDALL WALLER -  Psychometrics: 53/100, Presentation: 19/32
THOMASINE POUNDFORD -  Psychometrics: 65/100, Presentation: 22/32
ANATOLE PETERFFY -  Psychometrics: 62/100, Presentation: 17/32
SIMON MURREY -  Psychometrics: 50/100, Presentation: 19/32
ZACCARIA BUSSONS -  Psychometrics: 61/100, Presentation: 20/32
STACI HARLETT -  Psychometrics: 56/100, Presentation: 11/32
TRSTRAM GOODYER -  Psychometrics: 61/100, Presentation: 20/32
THEODOSIA CREENAN -  Psychometrics: 52/100, Presentation: 22/32
MELBA COBAIN -  Psychometrics: 44/100, Presentation: 22/32
RICCA SOWDEN -  Psychometrics: 55/100, Presentation: 21/32
DRONA LEMONBY -  Psychometrics: 51/100, Presentation: 22/32
CORY GREENE -  Psychometrics: 58/100, Presentation: 24/32
"
Sparta Day 16 July 2019.txt,"Tuesday 16 July 2019
London Academy

DONALT GUMMOE -  Psychometrics: 66/100, Presentation: 19/32
FARLEE BAALHAM -  Psychometrics: 66/100, Presentation: 20/32
ZSA ZSA ROUNSEFULL -  Psychometrics: 61/100, Presentation: 20/32
VERENA TOWNES -  Psychometrics: 59/100, Presentation: 22/32
LUDVIG GRZES -  Psychometrics: 53/100, Presentation: 19/32
KAROLY SKATES -  Psychometrics: 51/100, Presentation: 20/32
KELLYANN YORKSTON -  Psychometrics: 54/100, Presentation: 21/32
OLLY MOUGENEL -  Psychometrics: 52/100, Presentation: 18/32
ALAN HALLEWELL -  Psychometrics: 68/100, Presentation: 13/32
BOWIE ENDERSBY -  Psychometrics: 51/100, Presentation: 23/32
ERINA STOCKAU -  Psychometrics: 46/100, Presentation: 21/32
FONS GHIOTTO -  Psychometrics: 58/100, Presentation: 19/32
MARKOS WALTER -  Psychometrics: 51/100, Presentation: 24/32
MIRILLA BOTTINELLI -  Psychometrics: 51/100, Presentation: 18/32
RODOLFO GARRET -  Psychometrics: 60/100, Presentation: 21/32
ALLI LUDEWIG -  Psychometrics: 64/100, Presentation: 22/32
ELNORE SCHWANDNER -  Psychometrics: 51/100, Presentation: 21/32
GRADEIGH HAMBLIN -  Psychometrics: 60/100, Presentation: 17/32
BREWER CALDERBANK -  Psychometrics: 50/100, Presentation: 20/32
NETTLE HEFFER -  Psychometrics: 43/100, Presentation: 21/32
ULRIKAUMEKO BOWSHER -  Psychometrics: 52/100, Presentation: 17/32
VINA FLOTT -  Psychometrics: 57/100, Presentation: 18/32
ALEXIS SHEE -  Psychometrics: 47/100, Presentation: 20/32
PORTIA FARFALAMEEV -  Psychometrics: 59/100, Presentation: 18/32
MARTELLE VENEUR -  Psychometrics: 43/100, Presentation: 14/32
TAD MCILHAGGA -  Psychometrics: 65/100, Presentation: 18/32
"
Sparta Day 16 May 2019.txt,"Thursday 16 May 2019
Birmingham Academy

BOBBY MCCRACKEN -  Psychometrics: 46/100, Presentation: 24/32
ANDREI MUSSLEWHITE -  Psychometrics: 51/100, Presentation: 23/32
VILHELMINA KISSELL -  Psychometrics: 63/100, Presentation: 21/32
STANDFORD BREWITT -  Psychometrics: 56/100, Presentation: 22/32
ALFI MCCRACKEN -  Psychometrics: 63/100, Presentation: 18/32
MERCEDES CADDEN -  Psychometrics: 48/100, Presentation: 20/32
LINUS PIETRUSZEWICZ -  Psychometrics: 58/100, Presentation: 21/32
CORENA BIRTLEY -  Psychometrics: 46/100, Presentation: 25/32
PHILIPPA MCCALISTER -  Psychometrics: 51/100, Presentation: 16/32
SEBASTIANO RAMSBY -  Psychometrics: 43/100, Presentation: 16/32
PATIN STOREK -  Psychometrics: 51/100, Presentation: 24/32
ALIDIA GOVETT -  Psychometrics: 56/100, Presentation: 19/32
JUIETA TELLETT -  Psychometrics: 63/100, Presentation: 26/32
FONZ GRZEGORZEWICZ -  Psychometrics: 48/100, Presentation: 16/32
HEINDRICK MCKIDDIN -  Psychometrics: 58/100, Presentation: 25/32
BENEDIKT SCOGINGS -  Psychometrics: 59/100, Presentation: 25/32
DAVIDSON BISKUPIAK -  Psychometrics: 40/100, Presentation: 21/32
ABEY LIGHTOLLERS -  Psychometrics: 62/100, Presentation: 19/32
GERIANNE BAGGE -  Psychometrics: 58/100, Presentation: 16/32
FILBERTO ANNIS -  Psychometrics: 54/100, Presentation: 25/32
"
Sparta Day 16 October 2019.txt,"Wednesday 16 October 2019
London Academy

CLAY PERILLO -  Psychometrics: 68/100, Presentation: 18/32
MARGARETTA GEDLING -  Psychometrics: 55/100, Presentation: 25/32
ARLIE BAYNAM -  Psychometrics: 43/100, Presentation: 22/32
DEANA LYNDS -  Psychometrics: 61/100, Presentation: 25/32
CHUCHO KEGAN -  Psychometrics: 51/100, Presentation: 19/32
OLLY AITKENHEAD -  Psychometrics: 45/100, Presentation: 17/32
ADEY BRAMWELL -  Psychometrics: 52/100, Presentation: 12/32
JORDAIN OFFEN -  Psychometrics: 62/100, Presentation: 21/32
ENGLEBERT HEDMAN -  Psychometrics: 62/100, Presentation: 20/32
ELVERA GORMAN -  Psychometrics: 54/100, Presentation: 20/32
ALAND HOUCHIN -  Psychometrics: 44/100, Presentation: 17/32
JESUS KELLER -  Psychometrics: 54/100, Presentation: 12/32
ENGELBERT PALATINO -  Psychometrics: 64/100, Presentation: 24/32
ZONDRA LINDGREN -  Psychometrics: 48/100, Presentation: 19/32
CAREN PUIG -  Psychometrics: 54/100, Presentation: 24/32
MARMADUKE KIEFER -  Psychometrics: 64/100, Presentation: 21/32
GABI FICE -  Psychometrics: 55/100, Presentation: 22/32
TIFFI REDDLESDEN -  Psychometrics: 50/100, Presentation: 21/32
MIRABELLE TIDDER -  Psychometrics: 66/100, Presentation: 19/32
EVELYN LUKASH -  Psychometrics: 47/100, Presentation: 17/32
ELITA FOCH -  Psychometrics: 51/100, Presentation: 26/32
WINONA CARLAW -  Psychometrics: 68/100, Presentation: 24/32
"
Sparta Day 17 April 2019.txt,"Wednesday 17 April 2019
London Academy

RIVI EPINAY -  Psychometrics: 53/100, Presentation: 19/32
ASH HANNON -  Psychometrics: 59/100, Presentation: 19/32
MARIE-ANN VAAR -  Psychometrics: 52/100, Presentation: 21/32
ALLI SLEEFORD -  Psychometrics: 55/100, Presentation: 20/32
MAURE TINK -  Psychometrics: 47/100, Presentation: 17/32
ERASTUS WENGER -  Psychometrics: 43/100, Presentation: 18/32
BROOKS GETHOUSE -  Psychometrics: 55/100, Presentation: 19/32
ILKA MOODIE -  Psychometrics: 51/100, Presentation: 25/32
MYLO LEBAND -  Psychometrics: 44/100, Presentation: 16/32
GIANINA BESSENT -  Psychometrics: 56/100, Presentation: 25/32
BRENDON FERRIERI -  Psychometrics: 73/100, Presentation: 20/32
ASHLI MULLANEY -  Psychometrics: 49/100, Presentation: 19/32
ELLEREY SHENTON -  Psychometrics: 46/100, Presentation: 23/32
GUINNA GARFORD -  Psychometrics: 50/100, Presentation: 17/32
SUZY BLAISDELL -  Psychometrics: 59/100, Presentation: 24/32
GRADEY CONNOR -  Psychometrics: 54/100, Presentation: 22/32
CARLYN DURRAM -  Psychometrics: 55/100, Presentation: 14/32
BIDDY RAPPS -  Psychometrics: 53/100, Presentation: 19/32
THEA LABBEY -  Psychometrics: 40/100, Presentation: 22/32
ANNEMARIE DULINTY -  Psychometrics: 48/100, Presentation: 26/32
BETH TINER -  Psychometrics: 64/100, Presentation: 23/32
KAYLE FERENC -  Psychometrics: 52/100, Presentation: 20/32
GONZALO DANNIELL -  Psychometrics: 50/100, Presentation: 22/32
"
Sparta Day 17 December 2019.txt,"Tuesday 17 December 2019
London Academy

CHARMIAN MARTINUZZI -  Psychometrics: 58/100, Presentation: 22/32
EBA TARBATH -  Psychometrics: 51/100, Presentation: 21/32
NOBE GUERRAZZI -  Psychometrics: 54/100, Presentation: 19/32
GERDA YUILLE -  Psychometrics: 59/100, Presentation: 20/32
BERKLY FISHLEIGH -  Psychometrics: 51/100, Presentation: 24/32
SHERWOOD SANDERCOCK -  Psychometrics: 57/100, Presentation: 20/32
BLONDELLE JAAN -  Psychometrics: 63/100, Presentation: 15/32
HERMIE LASSELL -  Psychometrics: 49/100, Presentation: 24/32
LAWTON HIDDSLEY -  Psychometrics: 58/100, Presentation: 17/32
GIUSEPPE COBBIN -  Psychometrics: 50/100, Presentation: 14/32
GIPSY SERES -  Psychometrics: 54/100, Presentation: 22/32
RUBE BEALS -  Psychometrics: 59/100, Presentation: 22/32
IVES WEDDELL -  Psychometrics: 54/100, Presentation: 16/32
VERA BROADFOOT -  Psychometrics: 63/100, Presentation: 20/32
BREW BOTTERELL -  Psychometrics: 54/100, Presentation: 17/32
CELESTA BINION -  Psychometrics: 61/100, Presentation: 25/32
MAISON PURSE -  Psychometrics: 61/100, Presentation: 20/32
ARNE WARNE -  Psychometrics: 41/100, Presentation: 21/32
RAFFAELLO MORTLOCK -  Psychometrics: 36/100, Presentation: 20/32
LEE AMBROGIOLI -  Psychometrics: 63/100, Presentation: 20/32
EDNA DILSTON -  Psychometrics: 68/100, Presentation: 22/32
RAFAELITA D'AMBROGI -  Psychometrics: 57/100, Presentation: 18/32
"
Sparta Day 17 January 2019.txt,"Thursday 17 January 2019
Birmingham Academy

AGNETA FANTINI -  Psychometrics: 58/100, Presentation: 19/32
KARE GARVILL -  Psychometrics: 48/100, Presentation: 17/32
CHUCHO TIFT -  Psychometrics: 56/100, Presentation: 12/32
TEDDY HAM -  Psychometrics: 59/100, Presentation: 25/32
MARC EXTANCE -  Psychometrics: 46/100, Presentation: 16/32
LAURETTA BARTELL -  Psychometrics: 51/100, Presentation: 24/32
KALA DOEG -  Psychometrics: 48/100, Presentation: 28/32
LINOEL FISSENDEN -  Psychometrics: 59/100, Presentation: 19/32
REINALDOS RAYNE -  Psychometrics: 59/100, Presentation: 16/32
ZECHARIAH SALZBERGER -  Psychometrics: 47/100, Presentation: 19/32
SYLVAN ASHER -  Psychometrics: 51/100, Presentation: 24/32
GEORGIE PEREL -  Psychometrics: 51/100, Presentation: 25/32
LAZAR SELIGSON -  Psychometrics: 67/100, Presentation: 11/32
BERNADETTE GERARDI -  Psychometrics: 53/100, Presentation: 21/32
JENIFER PICKLES -  Psychometrics: 41/100, Presentation: 15/32
TONNIE ROYDEN -  Psychometrics: 44/100, Presentation: 20/32
GELYA PYSON -  Psychometrics: 54/100, Presentation: 23/32
AIDA BOTHAMS -  Psychometrics: 56/100, Presentation: 22/32
MUFFIN WIGGLESWORTH -  Psychometrics: 53/100, Presentation: 21/32
BART GODILINGTON -  Psychometrics: 57/100, Presentation: 15/32
ALLIANORA ROWDELL -  Psychometrics: 55/100, Presentation: 22/32
RANDY SEMKEN -  Psychometrics: 61/100, Presentation: 23/32
WAKEFIELD JEVES -  Psychometrics: 58/100, Presentation: 17/32
NETTIE CIVITILLO -  Psychometrics: 55/100, Presentation: 17/32
BARNABAS CRINION -  Psychometrics: 64/100, Presentation: 23/32
KYLYNN JEWES -  Psychometrics: 58/100, Presentation: 19/32
ARCHAIMBAUD BULLER -  Psychometrics: 63/100, Presentation: 18/32
"
Sparta Day 17 July 2019.txt,"Wednesday 17 July 2019
London Academy

ROMOLA COLDTART -  Psychometrics: 54/100, Presentation: 20/32
SHEA CHASMOOR -  Psychometrics: 59/100, Presentation: 19/32
ELDIN BROSTER -  Psychometrics: 55/100, Presentation: 22/32
FEE KARPE -  Psychometrics: 53/100, Presentation: 19/32
ANTONIUS HEAPE -  Psychometrics: 51/100, Presentation: 20/32
RAD BENCH -  Psychometrics: 55/100, Presentation: 22/32
EMMETT STOGILL -  Psychometrics: 51/100, Presentation: 19/32
ROXIE GLASBY -  Psychometrics: 55/100, Presentation: 14/32
OFILIA KEIZMAN -  Psychometrics: 62/100, Presentation: 17/32
ALEX PEASCOD -  Psychometrics: 58/100, Presentation: 13/32
PATRIZIA WYRE -  Psychometrics: 56/100, Presentation: 19/32
COURTNAY DUIGED -  Psychometrics: 62/100, Presentation: 17/32
SARENA WEATHERILL -  Psychometrics: 59/100, Presentation: 22/32
BARR KHOSA -  Psychometrics: 49/100, Presentation: 20/32
EVIN DE ROECK -  Psychometrics: 62/100, Presentation: 18/32
BROOKE PAOLINO -  Psychometrics: 49/100, Presentation: 19/32
LAIRD GRECE -  Psychometrics: 51/100, Presentation: 24/32
PAULINA TEAR -  Psychometrics: 52/100, Presentation: 21/32
MARSHA LIPPETT -  Psychometrics: 48/100, Presentation: 22/32
AVICTOR MOOREY -  Psychometrics: 62/100, Presentation: 23/32
JOSEITO DUIGED -  Psychometrics: 60/100, Presentation: 22/32
HASTIE HANTUSCH -  Psychometrics: 55/100, Presentation: 16/32
BURNABY MACKAY -  Psychometrics: 52/100, Presentation: 22/32
LINC RIDGWAY -  Psychometrics: 68/100, Presentation: 23/32
ADELBERT TERNEY -  Psychometrics: 49/100, Presentation: 21/32
"
Sparta Day 17 October 2019.txt,"Thursday 17 October 2019
Birmingham Academy

ANY SHOTBOLT -  Psychometrics: 60/100, Presentation: 17/32
KORRY KENWORTH -  Psychometrics: 60/100, Presentation: 19/32
STEPHIE BOORNE -  Psychometrics: 38/100, Presentation: 23/32
ASHELY BRITTLES -  Psychometrics: 50/100, Presentation: 21/32
SAMMIE BEAMS -  Psychometrics: 63/100, Presentation: 19/32
ADDA BROMONT -  Psychometrics: 56/100, Presentation: 21/32
EVEY WHITELAND -  Psychometrics: 55/100, Presentation: 17/32
VERINE PICKRING -  Psychometrics: 54/100, Presentation: 18/32
WALT KIRKBY -  Psychometrics: 57/100, Presentation: 20/32
KINGSLY EMMER -  Psychometrics: 40/100, Presentation: 16/32
DAMIANO PETRUSCH -  Psychometrics: 49/100, Presentation: 19/32
DINA MCGOOKIN -  Psychometrics: 57/100, Presentation: 18/32
PATTEN TINMAN -  Psychometrics: 63/100, Presentation: 26/32
FABIO CATTEMULL -  Psychometrics: 65/100, Presentation: 18/32
DUDLEY WHILES -  Psychometrics: 54/100, Presentation: 15/32
TEIRTZA GHION -  Psychometrics: 62/100, Presentation: 19/32
ALICE VICKERY -  Psychometrics: 47/100, Presentation: 20/32
TUCKY HENSTRIDGE -  Psychometrics: 60/100, Presentation: 19/32
HILDY TODD -  Psychometrics: 49/100, Presentation: 15/32
SANDY DROOGAN -  Psychometrics: 53/100, Presentation: 19/32
DRUCY ADOLTHINE -  Psychometrics: 50/100, Presentation: 24/32
DYNA CRISTOFANO -  Psychometrics: 55/100, Presentation: 19/32
HYACINTH MERON -  Psychometrics: 53/100, Presentation: 16/32
DRU PABEL -  Psychometrics: 50/100, Presentation: 27/32
LORIN JOZEF -  Psychometrics: 50/100, Presentation: 17/32
MISTY PITT -  Psychometrics: 64/100, Presentation: 21/32
VERNOR D'ALMEIDA -  Psychometrics: 50/100, Presentation: 22/32
BRITTAN MOUAT -  Psychometrics: 51/100, Presentation: 21/32
DEN ROMAN -  Psychometrics: 56/100, Presentation: 18/32
EZEQUIEL COTSFORD -  Psychometrics: 54/100, Presentation: 22/32
"
Sparta Day 17 September 2019.txt,"Tuesday 17 September 2019
London Academy

CONRAD CEILLIER -  Psychometrics: 46/100, Presentation: 17/32
PARRY OSWICK -  Psychometrics: 46/100, Presentation: 21/32
DUFFIE HANSCOMBE -  Psychometrics: 56/100, Presentation: 24/32
ISACCO MATUSCHEK -  Psychometrics: 62/100, Presentation: 16/32
WOODY ORRITT -  Psychometrics: 46/100, Presentation: 19/32
ADAH SILVERTON -  Psychometrics: 59/100, Presentation: 22/32
MICHEL CHAFFEY -  Psychometrics: 48/100, Presentation: 22/32
CRISTAL JEANS -  Psychometrics: 62/100, Presentation: 25/32
TORIE ALESSANDRINI -  Psychometrics: 58/100, Presentation: 12/32
MICHEL KHOTER -  Psychometrics: 47/100, Presentation: 19/32
RUBY LARCIERE -  Psychometrics: 50/100, Presentation: 19/32
WOLFIE MACIEJA -  Psychometrics: 57/100, Presentation: 25/32
DAVIDDE TUOHY -  Psychometrics: 58/100, Presentation: 23/32
OTES KEMSTER -  Psychometrics: 52/100, Presentation: 26/32
ABDUL NAIL -  Psychometrics: 52/100, Presentation: 12/32
BRENDAN TITHECOTT -  Psychometrics: 55/100, Presentation: 23/32
JACINTHE PACKHAM -  Psychometrics: 61/100, Presentation: 23/32
BEVON CLAYWORTH -  Psychometrics: 55/100, Presentation: 16/32
KRISTA TRETHEWEY -  Psychometrics: 47/100, Presentation: 23/32
PHILOMENA CESSFORD -  Psychometrics: 54/100, Presentation: 20/32
FIONA GOODBODDY -  Psychometrics: 50/100, Presentation: 16/32
PASQUALE CRITTEN -  Psychometrics: 49/100, Presentation: 23/32
BONIFACE TANSLEY -  Psychometrics: 54/100, Presentation: 20/32
TOMA MACGIBBON -  Psychometrics: 47/100, Presentation: 18/32
BLANE MANDERSON -  Psychometrics: 61/100, Presentation: 19/32
CONSTANTINE CASLETT -  Psychometrics: 62/100, Presentation: 25/32
KEENE SLIMM -  Psychometrics: 64/100, Presentation: 24/32
SIBYLLE JURIS -  Psychometrics: 51/100, Presentation: 22/32
ZONDRA FIPPE -  Psychometrics: 60/100, Presentation: 15/32
KENDALL DAUGHTREY -  Psychometrics: 50/100, Presentation: 21/32
GENA TRUSTRIE -  Psychometrics: 46/100, Presentation: 22/32
PAPAGENO KINNERLEY -  Psychometrics: 47/100, Presentation: 18/32
AVERILL PICKANCE -  Psychometrics: 54/100, Presentation: 23/32
STAR LAPTHORN -  Psychometrics: 52/100, Presentation: 14/32
SHAWN ROBERTSHAW -  Psychometrics: 47/100, Presentation: 22/32
PATRICIO STENET -  Psychometrics: 50/100, Presentation: 20/32
ELICIA NUTKIN -  Psychometrics: 51/100, Presentation: 18/32
COLLEEN ROSSEY -  Psychometrics: 41/100, Presentation: 19/32
SIEGFRIED EVERAL -  Psychometrics: 53/100, Presentation: 23/32
CHANDRA BEST -  Psychometrics: 57/100, Presentation: 22/32
STANDFORD GLANERT -  Psychometrics: 41/100, Presentation: 20/32
SILVIO RANDAL -  Psychometrics: 63/100, Presentation: 13/32
JANKA CLEMENCET -  Psychometrics: 53/100, Presentation: 22/32
NATHANIEL IANNETTI -  Psychometrics: 46/100, Presentation: 19/32
BERKLEY BARTOMEU -  Psychometrics: 57/100, Presentation: 14/32
LAMAR MACGEBENAY -  Psychometrics: 57/100, Presentation: 20/32
KALVIN WADWORTH -  Psychometrics: 50/100, Presentation: 14/32
DARIA TUDGE -  Psychometrics: 57/100, Presentation: 14/32
HASTINGS FLOWER -  Psychometrics: 48/100, Presentation: 28/32
UMEKO BOZIER -  Psychometrics: 54/100, Presentation: 17/32
"
