name,trainer,trait,week,score,date,course,cohort
Gustaf Lude,Gregor Gomez,Analytic,5,6.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Independent,5,8.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Determined,5,4.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Professional,5,8.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Studious,5,1.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Imaginative,5,8.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Analytic,6,7.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Independent,6,3.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Determined,6,5.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Professional,6,8.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Studious,6,8.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Imaginative,6,7.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Analytic,7,8.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Independent,7,5.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Determined,7,8.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Professional,7,8.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Studious,7,8.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Imaginative,7,6.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Analytic,8,8.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Independent,8,7.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Determined,8,8.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Professional,8,8.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Studious,8,7.0,2019-02-11,Business,20
Gustaf Lude,Gregor Gomez,Imaginative,8,8.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Analytic,1,2.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Independent,1,1.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Determined,1,2.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Professional,1,3.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Studious,1,3.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Imaginative,1,3.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Analytic,2,4.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Independent,2,2.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Determined,2,1.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Professional,2,3.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Studious,2,3.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Imaginative,2,7.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Analytic,3,3.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Independent,3,5.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Determined,3,3.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Professional,3,1.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Studious,3,3.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Imaginative,3,3.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Analytic,4,2.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Independent,4,8.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Determined,4,1.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Professional,4,8.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Studious,4,5.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Imaginative,4,5.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Analytic,5,2.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Independent,5,1.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Determined,5,8.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Professional,5,5.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Studious,5,6.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Imaginative,5,5.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Analytic,6,7.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Independent,6,6.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Determined,6,5.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Professional,6,7.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Studious,6,8.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Imaginative,6,2.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Analytic,7,8.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Independent,7,6.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Determined,7,8.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Professional,7,7.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Studious,7,8.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Imaginative,7,8.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Analytic,8,8.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Independent,8,8.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Determined,8,7.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Professional,8,8.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Studious,8,7.0,2019-02-11,Business,20
Yolanda Fosse,Gregor Gomez,Imaginative,8,5.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Analytic,1,2.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Independent,1,2.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Determined,1,4.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Professional,1,5.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Studious,1,1.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Imaginative,1,2.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Analytic,2,3.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Independent,2,2.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Determined,2,5.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Professional,2,3.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Studious,2,1.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Imaginative,2,1.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Analytic,3,3.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Independent,3,2.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Determined,3,3.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Professional,3,4.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Studious,3,4.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Imaginative,3,2.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Analytic,4,8.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Independent,4,6.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Determined,4,8.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Professional,4,2.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Studious,4,4.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Imaginative,4,8.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Analytic,5,6.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Independent,5,2.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Determined,5,8.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Professional,5,8.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Studious,5,8.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Imaginative,5,5.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Analytic,6,7.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Independent,6,5.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Determined,6,5.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Professional,6,5.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Studious,6,5.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Imaginative,6,8.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Analytic,7,8.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Independent,7,7.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Determined,7,7.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Professional,7,8.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Studious,7,8.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Imaginative,7,8.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Analytic,8,8.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Independent,8,7.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Determined,8,8.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Professional,8,8.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Studious,8,8.0,2019-02-11,Business,20
Lynnett Swin,Gregor Gomez,Imaginative,8,8.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Analytic,1,3.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Independent,1,6.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Determined,1,1.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Professional,1,5.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Studious,1,4.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Imaginative,1,1.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Analytic,2,2.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Independent,2,1.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Determined,2,2.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Professional,2,5.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Studious,2,3.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Imaginative,2,2.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Analytic,3,1.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Independent,3,3.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Determined,3,2.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Professional,3,1.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Studious,3,1.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Imaginative,3,4.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Analytic,4,3.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Independent,4,3.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Determined,4,7.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Professional,4,3.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Studious,4,6.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Imaginative,4,5.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Analytic,5,6.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Independent,5,3.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Determined,5,4.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Professional,5,7.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Studious,5,6.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Imaginative,5,6.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Analytic,6,6.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Independent,6,8.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Determined,6,8.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Professional,6,6.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Studious,6,8.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Imaginative,6,7.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Analytic,7,7.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Independent,7,8.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Determined,7,6.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Professional,7,8.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Studious,7,8.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Imaginative,7,7.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Analytic,8,7.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Independent,8,7.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Determined,8,8.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Professional,8,6.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Studious,8,7.0,2019-02-11,Business,20
Bart Godilington,Gregor Gomez,Imaginative,8,8.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Analytic,1,6.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Independent,1,3.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Determined,1,1.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Professional,1,4.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Studious,1,4.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Imaginative,1,2.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Analytic,2,7.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Independent,2,2.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Determined,2,3.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Professional,2,1.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Studious,2,1.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Imaginative,2,1.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Analytic,3,1.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Independent,3,2.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Determined,3,2.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Professional,3,1.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Studious,3,4.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Imaginative,3,5.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Analytic,4,4.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Independent,4,6.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Determined,4,6.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Professional,4,6.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Studious,4,8.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Imaginative,4,6.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Analytic,5,4.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Independent,5,2.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Determined,5,7.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Professional,5,6.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Studious,5,4.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Imaginative,5,2.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Analytic,6,4.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Independent,6,3.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Determined,6,8.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Professional,6,7.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Studious,6,4.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Imaginative,6,5.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Analytic,7,7.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Independent,7,8.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Determined,7,8.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Professional,7,8.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Studious,7,7.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Imaginative,7,7.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Analytic,8,7.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Independent,8,8.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Determined,8,8.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Professional,8,8.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Studious,8,8.0,2019-02-11,Business,20
Deni Roust,Gregor Gomez,Imaginative,8,8.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Analytic,1,2.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Independent,1,3.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Determined,1,3.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Professional,1,4.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Studious,1,1.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Imaginative,1,1.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Analytic,2,3.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Independent,2,6.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Determined,2,2.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Professional,2,1.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Studious,2,4.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Imaginative,2,3.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Analytic,3,3.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Independent,3,4.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Determined,3,1.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Professional,3,5.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Studious,3,3.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Imaginative,3,3.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Analytic,4,3.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Independent,4,8.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Determined,4,1.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Professional,4,4.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Studious,4,6.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Imaginative,4,7.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Analytic,5,5.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Independent,5,6.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Determined,5,7.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Professional,5,6.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Studious,5,7.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Imaginative,5,8.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Analytic,6,2.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Independent,6,8.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Determined,6,8.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Professional,6,4.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Studious,6,5.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Imaginative,6,3.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Analytic,7,8.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Independent,7,8.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Determined,7,8.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Professional,7,4.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Studious,7,8.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Imaginative,7,8.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Analytic,8,8.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Independent,8,8.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Determined,8,7.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Professional,8,8.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Studious,8,7.0,2019-02-11,Business,20
Gerhard Mcgrath,Gregor Gomez,Imaginative,8,8.0,2019-02-11,Business,20
Benedick Arnhold,Bruce Lugo,Analytic,1,5.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Independent,1,4.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Determined,1,1.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Professional,1,2.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Studious,1,3.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Imaginative,1,3.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Analytic,2,7.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Independent,2,6.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Determined,2,3.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Professional,2,3.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Studious,2,4.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Imaginative,2,3.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Analytic,3,4.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Independent,3,6.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Determined,3,3.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Professional,3,1.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Studious,3,3.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Imaginative,3,2.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Analytic,4,3.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Independent,4,7.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Determined,4,4.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Professional,4,7.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Studious,4,5.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Imaginative,4,7.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Analytic,5,8.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Independent,5,8.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Determined,5,7.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Professional,5,3.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Studious,5,3.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Imaginative,5,3.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Analytic,6,7.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Independent,6,8.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Determined,6,5.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Professional,6,4.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Studious,6,5.0,2019-03-18,Business,21
Benedick Arnhold,Bruce Lugo,Imaginative,6,1.0,2019-03-18,Business,21
